accuracy,f1_score,precision,recall,train_time,Model,Run
0.9415204678362573,0.941113759044944,0.9418260365628786,0.9415204678362573,0.6923203468322754,DIO-Optimized RF,1
0.9239766081871345,0.9232992642351322,0.9243438752247851,0.9239766081871345,0.6179699897766113,DIO-Optimized RF,2
0.9707602339181286,0.9708049283962537,0.9709198007112605,0.9707602339181286,0.6510820388793945,DIO-Optimized RF,3
0.9532163742690059,0.9532163742690059,0.9532163742690059,0.9532163742690059,0.6100814342498779,DIO-Optimized RF,4
0.9532163742690059,0.9528910072359551,0.9537010694905431,0.9532163742690059,0.6229705810546875,DIO-Optimized RF,5
0.9532163742690059,0.9530616665119588,0.9531869527819747,0.9532163742690059,0.6964449882507324,DIO-Optimized RF,6
0.9532163742690059,0.9533555708332272,0.9537682590314168,0.9532163742690059,0.6939470767974854,DIO-Optimized RF,7
0.935672514619883,0.9345380509217297,0.9392527819025097,0.935672514619883,0.6701638698577881,DIO-Optimized RF,8
0.9532163742690059,0.9530616665119588,0.9531869527819747,0.9532163742690059,0.632720947265625,DIO-Optimized RF,9
0.9415204678362573,0.9416944635415341,0.9421381737171212,0.9415204678362573,0.6141054630279541,DIO-Optimized RF,10
0.9532163742690059,0.9532163742690059,0.9532163742690059,0.9532163742690059,0.6366112232208252,DIO-Optimized RF,11
0.935672514619883,0.9357708424717578,0.9359364788361809,0.935672514619883,0.6233861446380615,DIO-Optimized RF,12
0.9649122807017544,0.9646682554269665,0.9655761024182077,0.9649122807017544,0.6330451965332031,DIO-Optimized RF,13
0.9473684210526315,0.9472836091327017,0.9472678610105512,0.9473684210526315,0.6083393096923828,DIO-Optimized RF,14
0.9415204678362573,0.941113759044944,0.9418260365628786,0.9415204678362573,0.6083946228027344,DIO-Optimized RF,15
0.9707602339181286,0.9704997170135123,0.9720655806182121,0.9707602339181286,0.5911223888397217,DIO-Optimized RF,16
0.9415204678362573,0.9413270831399486,0.9414097045909634,0.9415204678362573,0.6105272769927979,DIO-Optimized RF,17
0.9473684210526315,0.9472836091327017,0.9472678610105512,0.9473684210526315,0.6277685165405273,DIO-Optimized RF,18
0.935672514619883,0.9355688556066355,0.9355332776385409,0.935672514619883,0.6217184066772461,DIO-Optimized RF,19
0.935672514619883,0.9348305633135355,0.9374679388529804,0.935672514619883,0.6249346733093262,DIO-Optimized RF,20
0.935672514619883,0.9357708424717578,0.9359364788361809,0.935672514619883,0.6229612827301025,DIO-Optimized RF,21
0.9707602339181286,0.9706114749238687,0.971110588194281,0.9707602339181286,0.5969648361206055,DIO-Optimized RF,22
0.9649122807017544,0.9646682554269665,0.9655761024182077,0.9649122807017544,0.6072916984558105,DIO-Optimized RF,23
0.9707602339181286,0.9707131161848344,0.9707370277545716,0.9707602339181286,0.6229805946350098,DIO-Optimized RF,24
0.9239766081871345,0.9240928138302593,0.9242753715444878,0.9239766081871345,0.602942943572998,DIO-Optimized RF,25
0.9415204678362573,0.9413270831399486,0.9414097045909634,0.9415204678362573,0.7580912113189697,DIO-Optimized RF,26
0.9298245614035088,0.930219488114225,0.9316681194705783,0.9298245614035088,0.6309659481048584,DIO-Optimized RF,27
0.9590643274853801,0.9593441338593693,0.9613202514669738,0.9590643274853801,0.634533166885376,DIO-Optimized RF,28
0.9415204678362573,0.9408798947194116,0.942794632803145,0.9415204678362573,0.6045129299163818,DIO-Optimized RF,29
0.9239766081871345,0.9235898348020589,0.9238145039698104,0.9239766081871345,0.6292762756347656,DIO-Optimized RF,30
0.9415204678362573,0.941113759044944,0.9418260365628786,0.9415204678362573,0.3530557155609131,RF Default (Selected),1
0.9415204678362573,0.941113759044944,0.9418260365628786,0.9415204678362573,0.3385796546936035,RF Default (Selected),2
0.9707602339181286,0.9707131161848344,0.9707370277545716,0.9707602339181286,0.3541274070739746,RF Default (Selected),3
0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.3352982997894287,RF Default (Selected),4
0.9473684210526315,0.9471006548629639,0.9474625460820457,0.9473684210526315,0.3463711738586426,RF Default (Selected),5
0.9532163742690059,0.9530616665119588,0.9531869527819747,0.9532163742690059,0.3491020202636719,RF Default (Selected),6
0.9473684210526315,0.9475969145757922,0.9484334400870142,0.9473684210526315,0.333568811416626,RF Default (Selected),7
0.935672514619883,0.9345380509217297,0.9392527819025097,0.935672514619883,0.36864423751831055,RF Default (Selected),8
0.9532163742690059,0.9530616665119588,0.9531869527819747,0.9532163742690059,0.31393909454345703,RF Default (Selected),9
0.9415204678362573,0.9415204678362573,0.9415204678362573,0.9415204678362573,0.3333272933959961,RF Default (Selected),10
0.9590643274853801,0.959126899754755,0.9592586934195674,0.9590643274853801,0.3168904781341553,RF Default (Selected),11
0.9298245614035088,0.9300333562498408,0.9305080884028253,0.9298245614035088,0.3352651596069336,RF Default (Selected),12
0.9707602339181286,0.9706114749238687,0.971110588194281,0.9707602339181286,0.3269491195678711,RF Default (Selected),13
0.9649122807017544,0.9646682554269665,0.9655761024182077,0.9649122807017544,0.33593010902404785,RF Default (Selected),14
0.9415204678362573,0.941113759044944,0.9418260365628786,0.9415204678362573,0.330768346786499,RF Default (Selected),15
0.9649122807017544,0.9647962498839692,0.964964200972986,0.9649122807017544,0.3279531002044678,RF Default (Selected),16
0.935672514619883,0.9353452448325115,0.9356385250259279,0.935672514619883,0.3316318988800049,RF Default (Selected),17
0.9532163742690059,0.9532163742690059,0.9532163742690059,0.9532163742690059,0.4021766185760498,RF Default (Selected),18
0.935672514619883,0.9355688556066355,0.9355332776385409,0.935672514619883,0.33089470863342285,RF Default (Selected),19
0.9415204678362573,0.9408798947194116,0.942794632803145,0.9415204678362573,0.32624053955078125,RF Default (Selected),20
0.9473684210526315,0.9475969145757922,0.9484334400870142,0.9473684210526315,0.33747005462646484,RF Default (Selected),21
0.9707602339181286,0.9706114749238687,0.971110588194281,0.9707602339181286,0.330899715423584,RF Default (Selected),22
0.9590643274853801,0.9586996038189173,0.9601351542698554,0.9590643274853801,0.3331773281097412,RF Default (Selected),23
0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.33132266998291016,RF Default (Selected),24
0.9298245614035088,0.9300333562498408,0.9305080884028253,0.9298245614035088,0.31873655319213867,RF Default (Selected),25
0.9415204678362573,0.9415204678362573,0.9415204678362573,0.9415204678362573,0.3619349002838135,RF Default (Selected),26
0.9298245614035088,0.930219488114225,0.9316681194705783,0.9298245614035088,0.3301246166229248,RF Default (Selected),27
0.9707602339181286,0.9708871747643291,0.9716389375658818,0.9707602339181286,0.3391716480255127,RF Default (Selected),28
0.9415204678362573,0.9408798947194116,0.942794632803145,0.9415204678362573,0.3177354335784912,RF Default (Selected),29
0.9181286549707602,0.9178579163959281,0.9178552082089411,0.9181286549707602,0.3299589157104492,RF Default (Selected),30
0.935672514619883,0.9355688556066355,0.9355332776385409,0.935672514619883,0.392535924911499,RF Default (All),1
